Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,Postal_Code,Batch,Delivery Time,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_181,Q345R(R-HIC),KTQMRXF,GB/T 3050-2020,8,4700,7500,F7,2023-01-03,200002,Q2,2023-04-01,2,0,0,125.0,133.0
steel_182,Q235B,TXMSCFY,GB/T 3050-2020,10,4700,7500,F8,2023-01-01,200002,Q2,2023-04-01,0,1,2,59.0,69.0
steel_183,Q345R(R-HIC),QKZDI4E,GB/T 5050-2018,15,2700,15000,F4,2023-01-02,200002,Q2,2023-04-01,3,1,0,65.0,80.0
steel_184,Q235C,QKLWHZ9,GB/T 5050-2018,16,4700,13000,F5,2023-01-02,200002,Q2,2023-04-01,2,1,1,49.0,65.0
steel_185,Q245A,3A1RRGN,GB/T 4040-2019,8,2700,7500,F6,2023-01-03,200002,Q2,2023-04-01,1,0,0,8.0,16.0
steel_186,Q345R(R-HIC),ZAO3KZP,GB/T 3050-2020,25,4700,11500,F8,2023-01-03,200002,Q2,2023-04-01,4,0,1,48.0,73.0
steel_187,Q345R(R-HIC),9KO3JBE,GB/T 6060-2017,15,2500,17000,F6,2023-01-02,200002,Q2,2023-04-01,4,1,0,67.0,82.0
steel_188,Q345B,YQF68EE,GB/T 2025-2015,18,2500,7500,F4,2023-01-01,200002,Q2,2023-04-01,2,0,1,74.0,92.0
steel_189,Q235C,O2X92JX,GB/T 1122-2021,16,2500,13000,F1,2023-01-01,200002,Q2,2023-04-01,0,1,1,62.0,78.0
steel_190,Q245A,Q0CYXUI,GB/T 6060-2017,25,4700,15000,F8,2023-01-01,200002,Q2,2023-04-01,4,0,1,73.0,98.0
steel_191,Q235C,SGLV0IX,GB/T 5050-2018,15,2700,11500,F4,2023-01-02,200002,Q2,2023-04-01,2,2,0,103.0,118.0
steel_192,Q345C,ZX876O0,GB/T 1122-2021,18,2700,11500,F7,2023-01-01,200002,Q2,2023-04-01,5,1,1,216.0,234.0
steel_193,Q235B,4LDID7Q,GB/T 1122-2021,16,2500,7500,F3,2023-01-03,200002,Q2,2023-04-01,1,0,0,16.0,32.0
steel_194,Q345R(R-HIC),BTHJIKU,GB/T 2025-2015,21,2700,5000,F8,2023-01-03,200002,Q2,2023-04-01,5,0,1,157.0,178.0
steel_195,Q245A,CWGB0TK,GB/T 6060-2017,21,4700,7500,F8,2023-01-01,200002,Q2,2023-04-01,4,1,0,82.0,103.0
steel_196,Q345R(R-HIC),H60UCIF,GB/T 2025-2015,15,2500,7500,F7,2023-01-02,200002,Q2,2023-04-01,5,1,1,234.0,249.0
steel_197,Q245A,ZXN6F8S,GB/T 6060-2017,8,2700,5000,F3,2023-01-03,200002,Q2,2023-04-01,2,2,0,118.0,126.0
steel_198,Q245A,QNA9F82,GB/T 6060-2017,18,4700,11500,F2,2023-01-01,200002,Q2,2023-04-01,5,0,1,178.0,196.0
steel_199,Q235D,G538PC9,GB/T 3050-2020,20,4700,17000,F6,2023-01-01,200002,Q2,2023-04-01,4,1,0,103.0,123.0
steel_200,Q235C,QK89HAW,GB/T 3050-2020,8,4700,7500,F8,2023-01-03,200002,Q2,2023-04-01,2,0,1,92.0,100.0
steel_201,Q235C,UISISWY,GB/T 2025-2015,20,2700,17000,F3,2023-01-02,300003,Q3,2023-04-01,4,0,0,175.0,195.0
steel_202,Q245A,Z54FGX4,GB/T 1122-2021,8,2700,11500,F2,2023-01-01,300003,Q3,2023-04-01,1,0,1,91.0,99.0
steel_203,Q245R(R-HIC),SS5F6F1,GB/T 1122-2021,18,3500,7500,F6,2023-01-03,300003,Q3,2023-04-01,0,0,2,54.0,72.0
steel_204,Q235D,DIKDCW1,GB/T 3050-2020,8,4700,7500,F5,2023-01-03,300003,Q3,2023-04-01,4,1,1,116.0,124.0
steel_205,Q235D,SGT2BRK,GB/T 5050-2018,21,2500,5000,F1,2023-01-01,300003,Q3,2023-04-01,4,0,0,195.0,216.0
steel_206,Q345R(R-HIC),SHL66DZ,GB/T 1122-2021,16,4700,5000,F2,2023-01-03,300003,Q3,2023-04-01,5,0,1,196.0,212.0
steel_207,Q235C,MYEHRT3,GB/T 5050-2018,25,2700,5000,F1,2023-01-02,300003,Q3,2023-04-01,5,1,0,121.0,146.0
steel_208,Q235D,8SB016D,GB/T 5050-2018,16,2700,15000,F2,2023-01-02,300003,Q3,2023-04-01,0,2,1,61.0,77.0
steel_209,Q235D,AJK6SED,GB/T 5050-2018,15,2500,17000,F7,2023-01-01,300003,Q3,2023-04-01,0,0,0,67.0,82.0
steel_210,Q345C,SHL66DZ,GB/T 1122-2021,18,2500,7500,F2,2023-01-03,300003,Q3,2023-04-01,0,0,1,51.0,69.0
steel_211,Q245R(R-HIC),OMYQBHG,GB/T 1122-2021,21,2500,17000,F2,2023-01-01,300003,Q3,2023-04-01,4,1,0,123.0,144.0
steel_212,Q245A,WXJG952,GB/T 3050-2020,10,4700,11500,F7,2023-01-03,300003,Q3,2023-04-01,1,1,0,72.0,82.0
steel_213,Q245A,4H07DV0,GB/T 3050-2020,10,3500,5000,F2,2023-01-01,300003,Q3,2023-04-01,5,0,0,52.0,62.0
steel_214,Q345R(R-HIC),8MKPONK,GB/T 4040-2019,18,2500,11500,F5,2023-01-02,300003,Q3,2023-04-01,0,1,2,69.0,87.0
steel_215,Q345R(R-HIC),S85NKSK,GB/T 6060-2017,10,3500,5000,F1,2023-01-01,300003,Q3,2023-04-01,5,1,0,146.0,156.0
steel_216,Q345C,FA1K4WR,GB/T 1122-2021,25,2500,7500,F4,2023-01-01,300003,Q3,2023-04-01,1,2,1,38.0,63.0
steel_217,Q235D,D1VQLXV,GB/T 3050-2020,18,2500,7500,F8,2023-01-01,300003,Q3,2023-04-01,2,0,0,133.0,151.0
steel_218,Q245A,95RCE0K,GB/T 4040-2019,21,3500,5000,F6,2023-01-01,300003,Q3,2023-04-01,1,0,1,99.0,120.0
steel_219,Q345R(R-HIC),D1VQLXV,GB/T 4040-2019,15,4700,5000,F3,2023-01-01,300003,Q3,2023-04-01,1,0,2,106.0,121.0
steel_220,Q345C,BW645ZG,GB/T 3050-2020,20,2500,13000,F3,2023-01-03,300003,Q3,2023-04-01,5,1,1,249.0,269.0
steel_221,Q235C,6X5GTA2,GB/T 5050-2018,10,4700,7500,F6,2023-01-01,300003,Q3,2023-04-01,0,1,1,78.0,88.0
steel_222,Q245A,SLFOJTB,GB/T 1122-2021,18,3500,7500,F7,2023-01-02,300003,Q3,2023-04-01,2,2,1,117.0,135.0
steel_223,Q345R(R-HIC),MTTD9XI,GB/T 3050-2020,8,3500,7500,F3,2023-01-02,300003,Q3,2023-04-01,1,2,0,102.0,110.0
steel_224,Q245A,50IHPKL,GB/T 2025-2015,8,3500,7500,F1,2023-01-02,300003,Q3,2023-04-01,0,2,1,77.0,85.0
steel_225,Q345B,NM4OMFX,GB/T 1122-2021,21,3500,7500,F5,2023-01-02,300003,Q3,2023-04-01,1,0,0,32.0,53.0
steel_226,Q245R(R-HIC),J6RT5EK,GB/T 5050-2018,20,2500,11500,F7,2023-01-01,300003,Q3,2023-04-01,1,0,1,120.0,140.0
steel_227,Q245A,NM4OMFX,GB/T 1122-2021,10,4700,17000,F1,2023-01-02,300003,Q3,2023-04-01,3,1,0,80.0,90.0
steel_228,Q345C,BTCXT0R,GB/T 6060-2017,16,2700,7500,F5,2023-01-01,300003,Q3,2023-04-01,2,2,1,135.0,151.0
steel_229,Q245A,0DR6RNC,GB/T 4040-2019,8,3500,7500,F7,2023-01-01,300003,Q3,2023-04-01,4,0,0,216.0,224.0
steel_230,Q235B,04IDY93,GB/T 1122-2021,18,2500,7500,F5,2023-01-02,300003,Q3,2023-04-01,1,1,2,57.0,75.0
steel_231,Q235B,TDZF6LU,GB/T 4040-2019,21,2500,7500,F7,2023-01-01,300003,Q3,2023-04-01,1,2,0,110.0,131.0
steel_232,Q235C,8IQWCMR,GB/T 1122-2021,20,2700,5000,F7,2023-01-03,300003,Q3,2023-04-01,1,2,1,63.0,83.0
steel_233,Q235B,3MBJKIE,GB/T 1122-2021,21,2500,11500,F6,2023-01-02,300003,Q3,2023-04-01,3,0,0,136.0,157.0
steel_234,Q235C,2IX13U8,GB/T 2025-2015,20,2700,7500,F1,2023-01-03,300003,Q3,2023-04-01,5,0,1,212.0,232.0
steel_235,Q235B,H60UCIF,GB/T 5050-2018,8,2700,11500,F7,2023-01-03,300003,Q3,2023-04-01,3,1,0,90.0,98.0
steel_236,Q345B,DIKDCW1,GB/T 2025-2015,15,2700,7500,F8,2023-01-01,300003,Q3,2023-04-01,4,1,1,124.0,139.0
steel_237,Q235B,8YCRZ0U,GB/T 4040-2019,8,4700,7500,F4,2023-01-01,300003,Q3,2023-04-01,0,1,1,88.0,96.0
steel_238,Q345C,4VKBN6F,GB/T 6060-2017,18,2500,15000,F7,2023-01-03,300003,Q3,2023-04-01,1,1,2,75.0,93.0
steel_239,Q245R(R-HIC),6WDQ0K6,GB/T 5050-2018,20,2700,7500,F8,2023-01-01,300003,Q3,2023-04-01,2,2,0,126.0,146.0
steel_240,Q235D,SLFOJTB,GB/T 3050-2020,18,2700,7500,F5,2023-01-02,300003,Q3,2023-04-01,1,2,1,83.0,101.0
steel_241,Q235D,R60ELEK,GB/T 2025-2015,25,2700,7500,F1,2023-01-01,300003,Q3,2023-04-01,0,0,0,82.0,107.0
steel_242,Q245R(R-HIC),BTHJIKU,GB/T 2025-2015,21,2700,11500,F6,2023-01-02,300003,Q3,2023-04-01,3,0,1,164.0,185.0
steel_243,Q345B,KQNQ0LM,GB/T 6060-2017,8,2700,5000,F3,2023-01-03,300003,Q3,2023-04-01,5,1,0,156.0,164.0
steel_244,Q245R(R-HIC),VHARAWS,GB/T 2025-2015,10,4700,7500,F2,2023-01-02,300003,Q3,2023-04-01,2,1,1,65.0,75.0
steel_245,Q345R(R-HIC),HPMHZJ4,GB/T 5050-2018,16,4700,11500,F4,2023-01-03,300003,Q3,2023-04-01,1,1,1,34.0,50.0
steel_246,Q245R(R-HIC),E0QBYRP,GB/T 2025-2015,20,2700,7500,F1,2023-01-02,300003,Q3,2023-04-01,0,1,2,87.0,107.0
steel_247,Q345B,MFVA0DI,GB/T 2025-2015,8,4700,15000,F7,2023-01-01,300003,Q3,2023-04-01,2,0,0,151.0,159.0
steel_248,Q235D,6J90XF3,GB/T 1122-2021,20,2700,7500,F4,2023-01-01,300003,Q3,2023-04-01,5,1,1,269.0,289.0
steel_249,Q235D,88FN82V,GB/T 5050-2018,8,2700,7500,F1,2023-01-03,300003,Q3,2023-04-01,1,0,0,53.0,61.0
steel_250,Q345C,F5SGWDY,GB/T 2025-2015,20,2500,7500,F2,2023-01-03,300003,Q3,2023-04-01,4,0,1,98.0,118.0
steel_251,Q235C,C88GXCR,GB/T 5050-2018,21,4700,17000,F2,2023-01-01,300003,Q3,2023-04-01,4,1,0,144.0,165.0
steel_252,Q235D,KTQMRXF,GB/T 6060-2017,10,2700,7500,F3,2023-01-01,300003,Q3,2023-04-01,2,2,1,151.0,161.0
steel_253,Q345R(R-HIC),ZQZSZKV,GB/T 6060-2017,16,2700,7500,F5,2023-01-02,300003,Q3,2023-04-01,1,1,1,50.0,66.0
steel_254,Q245R(R-HIC),IOKUB9A,GB/T 6060-2017,25,3500,7500,F7,2023-01-01,300003,Q3,2023-04-01,1,1,2,93.0,118.0
steel_255,Q345B,KBCEYCI,GB/T 2025-2015,16,2500,7500,F1,2023-01-01,300003,Q3,2023-04-01,3,1,0,98.0,114.0
steel_256,Q245A,QNA9F82,GB/T 2025-2015,16,2700,7500,F1,2023-01-01,300003,Q3,2023-04-01,1,2,1,101.0,117.0
steel_257,Q245R(R-HIC),44UFVT6,GB/T 5050-2018,10,2700,17000,F3,2023-01-03,300003,Q3,2023-04-01,1,0,0,61.0,71.0
steel_258,Q245A,XXCJ64M,GB/T 4040-2019,15,2700,7500,F8,2023-01-03,300003,Q3,2023-04-01,4,0,1,118.0,133.0
steel_259,Q245R(R-HIC),P2ML9R2,GB/T 5050-2018,16,4700,11500,F4,2023-01-01,300003,Q3,2023-04-01,4,1,0,165.0,181.0
steel_260,Q245R(R-HIC),DUW3AU4,GB/T 4040-2019,10,2700,5000,F2,2023-01-03,300003,Q3,2023-04-01,4,1,1,139.0,149.0
steel_261,Q235C,D373K6W,GB/T 5050-2018,20,2700,7500,F6,2023-01-02,300003,Q3,2023-04-01,3,0,0,157.0,177.0
steel_262,Q245A,8CZMUEA,GB/T 2025-2015,15,2700,11500,F6,2023-01-01,300003,Q3,2023-04-01,1,1,2,118.0,133.0
steel_263,Q235C,S1LBNWS,GB/T 6060-2017,25,3500,11500,F4,2023-01-03,300003,Q3,2023-04-01,1,2,0,131.0,156.0
steel_264,Q235C,88FN82V,GB/T 1122-2021,10,4700,7500,F4,2023-01-03,300003,Q3,2023-04-01,0,2,1,85.0,95.0
steel_265,Q345R(R-HIC),EGZ369S,GB/T 3050-2020,20,2700,11500,F5,2023-01-01,300003,Q3,2023-04-01,4,0,0,224.0,244.0
steel_266,Q235C,OMYQBHG,GB/T 4040-2019,20,3500,7500,F3,2023-01-01,300003,Q3,2023-04-01,1,0,1,140.0,160.0
steel_267,Q235C,M1UPZ3Y,GB/T 3050-2020,18,2700,5000,F6,2023-01-02,300003,Q3,2023-04-01,2,1,0,84.0,102.0
steel_268,Q235C,MYEHRT3,GB/T 6060-2017,8,4700,7500,F8,2023-01-02,300003,Q3,2023-04-01,2,1,1,75.0,83.0
steel_269,Q345R(R-HIC),3MBJKIE,GB/T 2025-2015,20,3500,7500,F6,2023-01-02,300003,Q3,2023-04-01,4,0,0,244.0,264.0
steel_270,Q235D,D4YLR31,GB/T 3050-2020,8,4700,7500,F2,2023-01-01,300003,Q3,2023-04-01,5,0,1,232.0,240.0
steel_271,Q345C,O2X92JX,GB/T 6060-2017,20,4700,5000,F5,2023-01-01,300003,Q3,2023-04-01,2,0,0,159.0,179.0
steel_272,Q245A,UISISWY,GB/T 6060-2017,21,2500,7500,F8,2023-01-02,300003,Q3,2023-04-01,4,1,1,149.0,170.0
steel_273,Q345R(R-HIC),FA1K4WR,GB/T 3050-2020,21,4700,5000,F3,2023-01-01,300003,Q3,2023-04-01,1,0,0,71.0,92.0
steel_274,Q235D,CQU1C4C,GB/T 3050-2020,18,2700,15000,F6,2023-01-01,300003,Q3,2023-04-01,5,0,1,240.0,258.0
steel_275,Q345R(R-HIC),0QN1TJ2,GB/T 4040-2019,20,2700,7500,F4,2023-01-03,300003,Q3,2023-04-01,5,1,0,164.0,184.0
steel_276,Q345C,RTH5WLX,GB/T 6060-2017,18,4700,11500,F2,2023-01-01,300003,Q3,2023-04-01,0,1,0,62.0,80.0
steel_277,Q245R(R-HIC),6P33R3B,GB/T 4040-2019,21,2500,11500,F1,2023-01-03,300003,Q3,2023-04-01,5,0,0,62.0,83.0
steel_278,Q235B,ZQZSZKV,GB/T 5050-2018,15,2700,7500,F3,2023-01-02,300003,Q3,2023-04-01,5,0,1,258.0,273.0
steel_279,Q345C,4H07DV0,GB/T 4040-2019,18,2700,17000,F4,2023-01-03,300003,Q3,2023-04-01,3,1,0,114.0,132.0
steel_280,Q245A,WM7J4YE,GB/T 1122-2021,15,3500,15000,F7,2023-01-02,300003,Q3,2023-04-01,1,2,1,117.0,132.0
steel_281,Q235D,XUOHVM1,GB/T 2025-2015,18,2700,5000,F7,2023-01-02,300003,Q3,2023-04-01,4,0,0,264.0,282.0
steel_282,Q345C,OYJ1KIP,GB/T 4040-2019,25,2500,11500,F5,2023-01-03,300003,Q3,2023-04-01,1,0,1,160.0,185.0
steel_283,Q345C,V9NRN6N,GB/T 4040-2019,25,2500,5000,F5,2023-01-01,300003,Q3,2023-04-01,5,1,0,184.0,209.0
steel_284,Q235C,9W9W7HZ,GB/T 5050-2018,25,2500,5000,F8,2023-01-03,300003,Q3,2023-04-01,5,1,1,289.0,314.0
steel_285,Q245R(R-HIC),B04H2H3,GB/T 3050-2020,10,2700,5000,F3,2023-01-01,300003,Q3,2023-04-01,2,1,0,102.0,112.0
steel_286,Q345C,CRX5AQ8,GB/T 4040-2019,21,2700,5000,F6,2023-01-01,300003,Q3,2023-04-01,3,0,1,185.0,206.0
steel_287,Q345B,8YCRZ0U,GB/T 4040-2019,18,4700,7500,F2,2023-01-01,300003,Q3,2023-04-01,2,2,0,146.0,164.0
steel_288,Q235D,NWI1M3X,GB/T 3050-2020,16,2500,11500,F8,2023-01-02,300003,Q3,2023-04-01,3,1,1,80.0,96.0
steel_289,Q235C,88FN82V,GB/T 1122-2021,16,3500,13000,F6,2023-01-03,300003,Q3,2023-04-01,0,0,0,107.0,123.0
steel_290,Q245R(R-HIC),8EP6F5U,GB/T 4040-2019,8,4700,11500,F6,2023-01-01,300003,Q3,2023-04-01,0,0,1,69.0,77.0
steel_291,Q245R(R-HIC),UJVZH9X,GB/T 1122-2021,10,2700,7500,F4,2023-01-02,300003,Q3,2023-04-01,1,0,2,121.0,131.0
steel_292,Q235C,CTHO4QT,GB/T 6060-2017,15,2700,11500,F1,2023-01-02,300003,Q3,2023-04-01,0,1,0,80.0,95.0
steel_293,Q235D,8SB016D,GB/T 3050-2020,25,2500,7500,F1,2023-01-01,300003,Q3,2023-04-01,2,2,0,164.0,189.0
steel_294,Q245A,7L4C3CK,GB/T 5050-2018,8,2700,7500,F3,2023-01-03,300003,Q3,2023-04-01,0,1,2,107.0,115.0
steel_295,Q345C,Q4IJWB6,GB/T 1122-2021,25,2500,11500,F3,2023-01-01,300003,Q3,2023-04-01,1,2,0,156.0,181.0
steel_296,Q235B,4K4TR0M,GB/T 5050-2018,15,3500,17000,F6,2023-01-01,300003,Q3,2023-04-01,3,1,1,96.0,111.0
steel_297,Q235B,PGMZI45,GB/T 6060-2017,20,4700,5000,F5,2023-01-03,300003,Q3,2023-04-01,4,0,0,282.0,302.0
steel_298,Q345R(R-HIC),87X4DD2,GB/T 2025-2015,8,2700,11500,F1,2023-01-03,300003,Q3,2023-04-01,0,0,1,77.0,85.0
steel_299,Q235D,UEA5MQ2,GB/T 1122-2021,8,2700,7500,F2,2023-01-02,300003,Q3,2023-04-01,2,2,0,189.0,197.0
steel_300,Q235B,ROGBOID,GB/T 4040-2019,25,2700,13000,F6,2023-01-03,300003,Q3,2023-04-01,3,1,1,111.0,136.0
steel_301,Q345C,P4HCFYR,GB/T 3050-2020,16,2700,7500,F5,2023-01-03,300003,Q4,2023-07-01,4,0,0,302.0,318.0
steel_302,Q235D,EGZ369S,GB/T 4040-2019,21,2500,17000,F5,2023-01-02,300003,Q4,2023-07-01,5,0,1,273.0,294.0
steel_303,Q245A,HPMHZJ4,GB/T 1122-2021,18,2700,5000,F2,2023-01-02,300003,Q4,2023-07-01,0,2,0,66.0,84.0
steel_304,Q245A,3KX4URW,GB/T 5050-2018,10,4700,15000,F5,2023-01-02,300003,Q4,2023-07-01,5,1,1,314.0,324.0
steel_305,Q245R(R-HIC),B04H2H3,GB/T 5050-2018,20,4700,7500,F3,2023-01-02,300003,Q4,2023-07-01,1,0,0,92.0,112.0
steel_306,Q345R(R-HIC),5FRBI23,GB/T 2025-2015,10,2500,11500,F2,2023-01-02,300003,Q4,2023-07-01,1,0,1,185.0,195.0
steel_307,Q345B,99421IL,GB/T 5050-2018,8,4700,7500,F4,2023-01-03,300003,Q4,2023-07-01,4,1,0,181.0,189.0
steel_308,Q245R(R-HIC),VHARAWS,GB/T 6060-2017,16,4700,5000,F6,2023-01-01,300003,Q4,2023-07-01,0,1,0,95.0,111.0
steel_309,Q345C,AJ6P2QV,GB/T 3050-2020,20,2500,11500,F3,2023-01-02,300003,Q4,2023-07-01,3,0,0,177.0,197.0
steel_310,Q245R(R-HIC),KTQMRXF,GB/T 6060-2017,8,2700,7500,F6,2023-01-03,300003,Q4,2023-07-01,1,1,2,133.0,141.0
steel_311,Q345B,BTHJIKU,GB/T 3050-2020,21,4700,11500,F4,2023-01-03,300003,Q4,2023-07-01,3,1,0,132.0,153.0
steel_312,Q235B,WM7J4YE,GB/T 3050-2020,20,2700,5000,F1,2023-01-03,300003,Q4,2023-07-01,0,2,1,95.0,115.0
steel_313,Q245R(R-HIC),DIKDCW1,GB/T 1122-2021,21,2500,7500,F7,2023-01-03,300003,Q4,2023-07-01,4,0,0,318.0,339.0
steel_314,Q345B,0ZUCSUW,GB/T 4040-2019,8,4700,15000,F6,2023-01-01,300003,Q4,2023-07-01,5,0,1,294.0,302.0
steel_315,Q345R(R-HIC),N9CF1ZI,GB/T 1122-2021,20,2700,7500,F4,2023-01-02,300003,Q4,2023-07-01,0,0,2,72.0,92.0
steel_316,Q245R(R-HIC),ZWZURLA,GB/T 6060-2017,20,2500,7500,F1,2023-01-03,300003,Q4,2023-07-01,2,1,1,83.0,103.0
steel_317,Q245R(R-HIC),9TIL02C,GB/T 1122-2021,25,3500,7500,F1,2023-01-03,300003,Q4,2023-07-01,2,2,0,197.0,222.0
steel_318,Q345C,CQMGZVJ,GB/T 2025-2015,20,4700,7500,F2,2023-01-02,300003,Q4,2023-07-01,4,0,1,133.0,153.0
steel_319,Q235D,BTCXT0R,GB/T 1122-2021,18,4700,15000,F4,2023-01-02,300003,Q4,2023-07-01,4,1,0,189.0,207.0
steel_320,Q245A,Z2OJP25,GB/T 4040-2019,20,4700,5000,F6,2023-01-02,300003,Q4,2023-07-01,3,1,1,136.0,156.0
steel_321,Q345C,RA9VXLL,GB/T 3050-2020,16,2700,17000,F4,2023-01-02,300003,Q4,2023-07-01,0,0,0,123.0,139.0
steel_322,Q235B,D4YLR31,GB/T 4040-2019,15,4700,7500,F7,2023-01-03,300003,Q4,2023-07-01,2,1,1,103.0,118.0
steel_323,Q345B,XXCJ64M,GB/T 5050-2018,20,4700,11500,F5,2023-01-03,300003,Q4,2023-07-01,3,1,0,153.0,173.0
steel_324,Q345R(R-HIC),RTH5WLX,GB/T 4040-2019,18,2500,5000,F5,2023-01-03,300003,Q4,2023-07-01,0,1,0,111.0,129.0
steel_325,Q245A,8N3UMZC,GB/T 5050-2018,8,2500,7500,F1,2023-01-03,300003,Q4,2023-07-01,2,0,0,179.0,187.0
steel_326,Q245R(R-HIC),YKSG0LB,GB/T 2025-2015,10,4700,11500,F7,2023-01-01,300003,Q4,2023-07-01,1,1,2,141.0,151.0
steel_327,Q345B,YHR7IB4,GB/T 6060-2017,15,2700,7500,F4,2023-01-01,300003,Q4,2023-07-01,3,1,0,173.0,188.0
steel_328,Q345C,V9NRN6N,GB/T 1122-2021,15,2500,7500,F2,2023-01-03,300003,Q4,2023-07-01,4,1,1,170.0,185.0
steel_329,Q345C,NWI1M3X,GB/T 5050-2018,18,3500,11500,F4,2023-01-02,300003,Q4,2023-07-01,3,0,0,197.0,215.0
steel_330,Q345C,U2AOHRV,GB/T 6060-2017,18,4700,5000,F5,2023-01-03,300003,Q4,2023-07-01,5,0,1,302.0,320.0
steel_331,Q235D,R7XVLZO,GB/T 4040-2019,18,2700,5000,F2,2023-01-03,300003,Q4,2023-07-01,5,1,0,209.0,227.0
steel_332,Q345R(R-HIC),72KYO7Z,GB/T 5050-2018,15,2500,5000,F5,2023-01-03,300003,Q4,2023-07-01,1,1,0,82.0,97.0
steel_333,Q345R(R-HIC),E0QBYRP,GB/T 1122-2021,15,3500,7500,F1,2023-01-03,300003,Q4,2023-07-01,2,1,0,112.0,127.0
steel_334,Q245R(R-HIC),DIKE2AD,GB/T 3050-2020,18,2500,7500,F1,2023-01-03,300003,Q4,2023-07-01,3,0,1,206.0,224.0
steel_335,Q245A,6KPENAM,GB/T 3050-2020,8,2700,7500,F3,2023-01-03,300003,Q4,2023-07-01,4,1,0,207.0,215.0
steel_336,Q235B,3HEYBFO,GB/T 2025-2015,16,2500,7500,F1,2023-01-03,300003,Q4,2023-07-01,1,2,1,132.0,148.0
steel_337,Q245R(R-HIC),SS5F6F1,GB/T 3050-2020,25,2500,7500,F5,2023-01-01,300003,Q4,2023-07-01,0,0,0,139.0,164.0
steel_338,Q345C,UZW1FL1,GB/T 3050-2020,21,2700,7500,F2,2023-01-03,300003,Q4,2023-07-01,4,0,1,153.0,174.0
steel_339,Q345C,88FN82V,GB/T 3050-2020,15,3500,7500,F7,2023-01-02,300003,Q4,2023-07-01,2,1,0,127.0,142.0
steel_340,Q245A,S1LBNWS,GB/T 6060-2017,25,4700,11500,F6,2023-01-03,300003,Q4,2023-07-01,5,1,1,324.0,349.0
steel_341,Q345B,99421IL,GB/T 1122-2021,8,2500,7500,F2,2023-01-02,300003,Q4,2023-07-01,0,1,1,96.0,104.0
steel_342,Q235B,DF8AJZJ,GB/T 2025-2015,15,2700,7500,F6,2023-01-03,300003,Q4,2023-07-01,3,0,1,224.0,239.0
steel_343,Q235C,3XRVAD6,GB/T 1122-2021,8,2700,7500,F4,2023-01-03,300003,Q4,2023-07-01,1,2,0,181.0,189.0
steel_344,Q345B,44UFVT6,GB/T 3050-2020,20,4700,13000,F3,2023-01-03,300003,Q4,2023-07-01,2,0,1,100.0,120.0
steel_345,Q345C,MZOA1RK,GB/T 5050-2018,20,2700,7500,F7,2023-01-02,300003,Q4,2023-07-01,4,0,0,339.0,359.0
steel_346,Q345C,9WTGGC8,GB/T 1122-2021,25,2500,11500,F4,2023-01-01,300003,Q4,2023-07-01,1,0,1,195.0,220.0
steel_347,Q245A,KHE3W7A,GB/T 5050-2018,20,3500,11500,F6,2023-01-02,300003,Q4,2023-07-01,3,1,0,188.0,208.0
steel_348,Q245A,WTJXGQU,GB/T 5050-2018,15,4700,7500,F5,2023-01-03,300003,Q4,2023-07-01,1,1,0,97.0,112.0
steel_349,Q245A,5BQX6VN,GB/T 3050-2020,20,2700,5000,F2,2023-01-03,300003,Q4,2023-07-01,0,1,1,104.0,124.0
steel_350,Q345B,4LDID7Q,GB/T 5050-2018,8,4700,17000,F2,2023-01-03,300003,Q4,2023-07-01,0,1,2,115.0,123.0
steel_351,Q345B,QDJJL28,GB/T 5050-2018,8,2500,7500,F8,2023-01-03,300003,Q4,2023-07-01,5,1,0,227.0,235.0
steel_352,Q245R(R-HIC),OR3HN1A,GB/T 3050-2020,10,3500,11500,F1,2023-01-02,300003,Q4,2023-07-01,4,1,1,185.0,195.0
steel_353,Q235C,MFVA0DI,GB/T 6060-2017,21,4700,13000,F1,2023-01-02,300003,Q4,2023-07-01,0,0,0,164.0,185.0
steel_354,Q245R(R-HIC),7LNYVFN,GB/T 3050-2020,20,4700,7500,F6,2023-01-01,300003,Q4,2023-07-01,5,0,1,320.0,340.0
steel_355,Q345B,RA9VXLL,GB/T 5050-2018,25,2700,7500,F1,2023-01-02,300003,Q4,2023-07-01,1,0,2,131.0,156.0
steel_356,Q235D,SHL66DZ,GB/T 1122-2021,18,4700,11500,F3,2023-01-03,300003,Q4,2023-07-01,3,1,1,156.0,174.0
steel_357,Q345C,B04H2H3,GB/T 5050-2018,15,2500,13000,F3,2023-01-02,300003,Q4,2023-07-01,2,1,0,142.0,157.0
steel_358,Q345B,BT04J6X,GB/T 6060-2017,15,2700,5000,F5,2023-01-03,300003,Q4,2023-07-01,1,1,2,151.0,166.0
steel_359,Q245A,5A2FNVO,GB/T 4040-2019,8,2500,13000,F1,2023-01-01,300003,Q4,2023-07-01,0,2,0,84.0,92.0
steel_360,Q345C,N9CF1ZI,GB/T 6060-2017,16,4700,5000,F1,2023-01-02,300003,Q4,2023-07-01,4,1,1,195.0,211.0
steel_361,Q345R(R-HIC),3GVSNY9,GB/T 4040-2019,8,2700,7500,F3,2023-01-01,300003,Q4,2023-07-01,0,0,0,185.0,193.0
steel_362,Q235B,CQMGZVJ,GB/T 6060-2017,25,2700,5000,F2,2023-01-02,300003,Q4,2023-07-01,5,0,1,340.0,365.0
