Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,  ,Delivery Time,Batch,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_183,Q345R(R-HIC),S85NKSK,GB/T 2025-2015,10,2500,5000,F1,2023-01-01,300003,2023-05-28,Q3,1,2,0,23.0,33.0
steel_184,Q345B,K6CAJCP,GB/T 5050-2018,20,4700,11500,F3,2023-01-02,200002,2023-02-02,Q7,0,2,1,71.0,91.0
steel_185,Q235B,0QN1TJ2,GB/T 6060-2017,25,3500,11500,F5,2023-01-01,100001,2023-01-12,Q1,2,2,0,96.0,121.0
steel_186,Q235D,72KYO7Z,GB/T 2025-2015,8,2700,7500,F5,2023-01-02,100001,2023-03-01,Q6,1,0,1,70.0,78.0
steel_187,Q235B,1VQRKL1,GB/T 5050-2018,15,2700,15000,F1,2023-01-01,300003,2023-03-02,Q3,5,1,0,146.0,161.0
steel_188,Q235B,RUB4SJD,GB/T 5050-2018,25,4700,11500,F8,2023-01-01,100001,2023-09-22,Q1,4,1,1,61.0,86.0
steel_189,Q345R(R-HIC),G538PC9,GB/T 6060-2017,15,4700,11500,F4,2023-01-02,200002,2023-06-20,Q7,0,1,1,74.0,89.0
steel_190,Q345B,SGT2BRK,GB/T 2025-2015,16,3500,11500,F5,2023-01-01,100001,2023-07-04,Q1,1,1,2,60.0,76.0
steel_191,Q345B,LG941RX,GB/T 2025-2015,16,2500,5000,F4,2023-01-02,100001,2023-03-13,Q6,3,1,0,59.0,75.0
steel_192,Q345R(R-HIC),6E4XD2W,GB/T 4040-2019,8,4700,11500,F2,2023-01-03,400004,2023-11-01,Q14,0,2,1,91.0,99.0
steel_193,Q245A,OM5MEKI,GB/T 6060-2017,25,3500,7500,F6,2023-01-01,400004,2023-10-19,Q4,3,0,0,106.0,131.0
steel_194,Q245R(R-HIC),V9NRN6N,GB/T 5050-2018,20,2700,7500,F5,2023-01-02,200002,2023-05-01,Q7,3,0,1,109.0,129.0
steel_195,Q245R(R-HIC),2R5PROE,GB/T 6060-2017,25,4700,13000,F2,2023-01-01,500005,2023-05-24,Q5,1,0,2,83.0,108.0
steel_196,Q235C,QDJJL28,GB/T 5050-2018,8,2700,5000,F8,2023-01-02,400004,2023-04-09,Q9,5,1,1,84.0,92.0
steel_197,Q235C,MZOA1RK,GB/T 3050-2020,20,2500,7500,F5,2023-01-03,400004,2023-01-16,Q14,4,0,0,114.0,134.0
steel_198,Q235C,ASBD0DZ,GB/T 1122-2021,8,4700,11500,F7,2023-01-02,100001,2023-11-30,Q6,5,0,1,112.0,120.0
steel_199,Q245R(R-HIC),P00VUNJ,GB/T 2025-2015,21,2700,5000,F6,2023-01-01,300003,2023-10-26,Q3,5,1,0,161.0,182.0
steel_200,Q235C,DUFOY38,GB/T 1122-2021,8,3500,7500,F7,2023-01-01,100001,2023-11-17,Q1,0,2,1,99.0,107.0
steel_201,Q245R(R-HIC),IA53KO4,GB/T 1122-2021,10,2500,13000,F3,2023-01-03,200002,2023-02-12,Q12,5,0,0,161.0,171.0
steel_202,Q345B,8N3UMZC,GB/T 1122-2021,25,2700,11500,F8,2023-01-01,100001,2023-10-20,Q1,2,1,1,70.0,95.0
steel_203,Q245R(R-HIC),OR3HN1A,GB/T 4040-2019,8,2700,13000,F2,2023-01-03,300003,2023-12-28,Q13,3,1,0,75.0,83.0
steel_204,Q235B,CQU1C4C,GB/T 2025-2015,10,2500,11500,F1,2023-01-03,100001,2023-07-29,Q11,4,1,1,86.0,96.0
steel_205,Q235D,QKZDI4E,GB/T 1122-2021,21,2700,7500,F8,2023-01-02,200002,2023-02-17,Q7,1,1,1,30.0,51.0
steel_206,Q235B,6WDQ0K6,GB/T 4040-2019,18,4700,5000,F8,2023-01-02,300003,2023-02-25,Q8,3,0,1,129.0,147.0
steel_207,Q345R(R-HIC),HC01IZP,GB/T 1122-2021,20,2700,7500,F4,2023-01-03,400004,2023-03-08,Q14,0,2,0,89.0,109.0
steel_208,Q345C,J6RT5EK,GB/T 2025-2015,10,4700,5000,F8,2023-01-02,400004,2023-11-25,Q9,1,2,1,41.0,51.0
steel_209,Q345B,UJVZH9X,GB/T 5050-2018,18,3500,11500,F5,2023-01-03,100001,2023-06-28,Q11,2,2,0,121.0,139.0
steel_210,Q235D,K6CAJCP,GB/T 4040-2019,8,4700,5000,F7,2023-01-01,400004,2023-04-13,Q4,1,0,1,78.0,86.0
steel_211,Q235C,UZW1FL1,GB/T 4040-2019,18,2500,15000,F5,2023-01-02,200002,2023-08-02,Q7,1,0,2,108.0,126.0
steel_212,Q235C,Z1OZ5T4,GB/T 1122-2021,18,4700,7500,F7,2023-01-01,100001,2023-03-12,Q1,0,1,0,41.0,59.0
steel_213,Q235B,AD2TP1T,GB/T 1122-2021,20,4700,11500,F6,2023-01-03,300003,2023-05-27,Q13,1,1,1,51.0,71.0
steel_214,Q235B,7HYE8DD,GB/T 2025-2015,8,2500,7500,F5,2023-01-03,300003,2023-01-05,Q13,3,0,1,147.0,155.0
steel_215,Q345C,Z1OZ5T4,GB/T 3050-2020,25,2500,11500,F3,2023-01-03,400004,2023-05-16,Q14,0,2,0,109.0,134.0
steel_216,Q345C,H547INN,GB/T 3050-2020,25,4700,5000,F4,2023-01-02,400004,2023-04-22,Q9,5,1,1,92.0,117.0
steel_217,Q345R(R-HIC),Q4IJWB6,GB/T 2025-2015,8,4700,7500,F2,2023-01-01,500005,2023-11-22,Q5,3,0,0,131.0,139.0
steel_218,Q345C,S1LBNWS,GB/T 4040-2019,25,2500,7500,F1,2023-01-01,300003,2023-02-18,Q3,1,0,1,86.0,111.0
steel_219,Q235D,S85NKSK,GB/T 2025-2015,25,2700,7500,F1,2023-01-03,300003,2023-09-24,Q13,2,1,0,81.0,106.0
steel_220,Q345R(R-HIC),TDZF6LU,GB/T 5050-2018,10,2700,11500,F2,2023-01-01,300003,2023-08-16,Q3,5,1,1,117.0,127.0
steel_221,Q245A,161U7IT,GB/T 5050-2018,16,3500,7500,F3,2023-01-02,500005,2023-04-18,Q10,5,0,0,171.0,187.0
steel_222,Q345B,9TIL02C,GB/T 4040-2019,15,4700,11500,F2,2023-01-03,400004,2023-01-22,Q14,3,0,1,155.0,170.0
steel_223,Q235B,9TIL02C,GB/T 1122-2021,16,4700,7500,F4,2023-01-03,500005,2023-05-08,Q15,3,1,0,83.0,99.0
steel_224,Q235D,3A1RRGN,GB/T 4040-2019,10,2700,7500,F2,2023-01-01,200002,2023-09-22,Q2,5,1,1,127.0,137.0
steel_225,Q345R(R-HIC),HZXFXX0,GB/T 1122-2021,10,2500,11500,F3,2023-01-01,300003,2023-03-23,Q3,4,0,0,134.0,144.0
steel_226,Q345B,9W9W7HZ,GB/T 3050-2020,16,4700,7500,F2,2023-01-02,400004,2023-03-23,Q9,1,0,1,111.0,127.0
steel_227,Q235C,9E3B5FE,GB/T 2025-2015,10,2700,5000,F1,2023-01-03,400004,2023-05-21,Q14,2,2,0,139.0,149.0
steel_228,Q245R(R-HIC),HYW6BVC,GB/T 1122-2021,18,4700,5000,F2,2023-01-03,500005,2023-03-05,Q15,1,1,0,38.0,56.0
steel_229,Q235B,V9JRFBM,GB/T 5050-2018,20,4700,7500,F3,2023-01-02,100001,2023-03-09,Q6,1,1,1,71.0,91.0
steel_230,Q345B,0P48PTI,GB/T 5050-2018,25,4700,7500,F4,2023-01-02,100001,2023-09-28,Q6,1,1,2,76.0,101.0
steel_231,Q245A,8EGBJL9,GB/T 2025-2015,16,2700,11500,F2,2023-01-01,400004,2023-03-21,Q4,1,2,0,33.0,49.0
steel_232,Q235B,AFY93MG,GB/T 3050-2020,16,4700,15000,F1,2023-01-01,100001,2023-11-27,Q1,3,1,1,177.0,193.0
steel_233,Q245A,28F5IXF,GB/T 6060-2017,21,4700,11500,F6,2023-01-03,100001,2023-02-01,Q11,3,0,0,139.0,160.0
steel_234,Q345C,8EP6F5U,GB/T 5050-2018,8,2500,7500,F5,2023-01-01,200002,2023-12-16,Q2,5,0,1,120.0,128.0
steel_235,Q235D,9WTGGC8,GB/T 3050-2020,18,4700,7500,F1,2023-01-03,500005,2023-09-18,Q15,3,1,0,99.0,117.0
steel_236,Q235C,5P5OJE5,GB/T 2025-2015,20,2700,17000,F5,2023-01-03,500005,2023-05-16,Q15,0,1,0,59.0,79.0
steel_237,Q345B,PGMZI45,GB/T 1122-2021,8,2700,7500,F8,2023-01-01,400004,2023-12-31,Q4,3,0,0,160.0,168.0
steel_238,Q345R(R-HIC),VHARAWS,GB/T 6060-2017,15,4700,5000,F4,2023-01-03,500005,2023-05-04,Q15,3,0,1,170.0,185.0
steel_239,Q235D,Q4IJWB6,GB/T 1122-2021,20,2500,7500,F7,2023-01-03,500005,2023-03-08,Q15,0,2,0,134.0,154.0
steel_240,Q245R(R-HIC),9E3B5FE,GB/T 3050-2020,21,4700,5000,F4,2023-01-01,100001,2023-03-03,Q1,1,2,1,51.0,72.0
steel_241,Q345C,PVI2MIO,GB/T 2025-2015,10,2700,7500,F2,2023-01-01,100001,2023-08-13,Q1,3,0,0,168.0,178.0
steel_242,Q345C,0ZUCSUW,GB/T 2025-2015,8,3500,7500,F4,2023-01-01,300003,2023-11-24,Q3,5,0,1,128.0,136.0
steel_243,Q245A,8CZMUEA,GB/T 2025-2015,18,2700,7500,F2,2023-01-03,200002,2023-07-02,Q12,3,1,0,117.0,135.0
steel_244,Q345C,SHL66DZ,GB/T 5050-2018,21,2500,17000,F1,2023-01-02,300003,2023-11-12,Q8,4,1,1,96.0,117.0
steel_245,Q235C,VOV2BEQ,GB/T 5050-2018,25,4700,11500,F1,2023-01-03,200002,2023-08-02,Q12,1,1,1,91.0,116.0
steel_246,Q235C,Z1OZ5T4,GB/T 3050-2020,20,4700,7500,F8,2023-01-03,100001,2023-12-05,Q11,2,2,1,116.0,136.0
steel_247,Q345R(R-HIC),AFY93MG,GB/T 2025-2015,15,2700,5000,F2,2023-01-03,300003,2023-09-26,Q13,5,1,0,182.0,197.0
steel_248,Q235D,RVTOQZG,GB/T 3050-2020,8,2700,11500,F1,2023-01-02,500005,2023-08-28,Q10,3,1,1,193.0,201.0
steel_249,Q245A,WM7J4YE,GB/T 6060-2017,10,3500,11500,F2,2023-01-01,200002,2023-08-19,Q2,0,0,0,88.0,98.0
steel_250,Q345C,X2ATOY2,GB/T 5050-2018,18,3500,15000,F4,2023-01-01,200002,2023-11-18,Q2,5,0,1,136.0,154.0
steel_251,Q345B,Z54FGX4,GB/T 6060-2017,8,3500,7500,F8,2023-01-03,200002,2023-04-20,Q12,1,0,2,126.0,134.0
steel_252,Q235C,NWI1M3X,GB/T 5050-2018,18,4700,7500,F6,2023-01-01,100001,2023-05-12,Q1,4,1,1,117.0,135.0
steel_253,Q235C,OXXA28F,GB/T 2025-2015,18,3500,7500,F4,2023-01-01,500005,2023-08-06,Q5,3,0,0,178.0,196.0
steel_254,Q235C,G4Q227F,GB/T 4040-2019,15,2700,11500,F5,2023-01-01,500005,2023-09-14,Q5,0,1,2,101.0,116.0
steel_255,Q245A,3A1RRGN,GB/T 5050-2018,15,4700,7500,F7,2023-01-01,200002,2023-02-14,Q2,0,2,0,154.0,169.0
steel_256,Q345C,JV10OJA,GB/T 3050-2020,8,4700,7500,F2,2023-01-02,500005,2023-03-27,Q10,5,1,1,137.0,145.0
steel_257,Q245A,QWEFIIX,GB/T 2025-2015,8,2700,7500,F4,2023-01-03,300003,2023-08-07,Q13,1,0,0,24.0,32.0
steel_258,Q245A,RA3VNVC,GB/T 3050-2020,16,3500,5000,F4,2023-01-01,300003,2023-06-30,Q3,3,0,1,185.0,201.0
steel_259,Q235C,P00VUNJ,GB/T 2025-2015,10,2700,5000,F6,2023-01-02,100001,2023-06-18,Q6,1,0,2,134.0,144.0
steel_260,Q245R(R-HIC),3W69200,GB/T 6060-2017,20,2700,7500,F8,2023-01-02,300003,2023-10-20,Q8,3,1,1,201.0,221.0
steel_261,Q345R(R-HIC),J7251CH,GB/T 3050-2020,18,2700,7500,F8,2023-01-02,300003,2023-12-04,Q8,4,0,0,144.0,162.0
steel_262,Q235B,VO1MDOE,GB/T 3050-2020,20,2700,11500,F7,2023-01-02,100001,2023-10-02,Q6,1,1,2,101.0,121.0
steel_263,Q235D,MFVA0DI,GB/T 3050-2020,18,4700,7500,F7,2023-01-02,200002,2023-12-05,Q7,2,2,0,149.0,167.0
steel_264,Q345R(R-HIC),G538PC9,GB/T 4040-2019,20,4700,5000,F8,2023-01-03,100001,2023-12-25,Q11,5,1,1,145.0,165.0
steel_265,Q345B,I6ER7SC,GB/T 3050-2020,21,3500,7500,F6,2023-01-02,500005,2023-10-15,Q10,5,0,0,187.0,208.0
steel_266,Q345R(R-HIC),K6CAJCP,GB/T 4040-2019,18,2500,15000,F2,2023-01-02,300003,2023-07-10,Q8,3,0,1,201.0,219.0
steel_267,Q235B,0P48PTI,GB/T 2025-2015,25,3500,7500,F8,2023-01-03,500005,2023-12-12,Q15,4,1,0,154.0,179.0
steel_268,Q345C,RUB4SJD,GB/T 1122-2021,15,3500,7500,F3,2023-01-02,200002,2023-10-29,Q7,1,1,0,56.0,71.0
steel_269,Q235D,FHYBE1H,GB/T 5050-2018,25,2700,11500,F4,2023-01-03,100001,2023-07-06,Q11,0,1,1,89.0,114.0
steel_270,Q235B,8MKPONK,GB/T 5050-2018,10,4700,7500,F5,2023-01-03,400004,2023-02-20,Q14,4,0,1,102.0,112.0
steel_271,Q345R(R-HIC),VDTPTVJ,GB/T 2025-2015,15,3500,5000,F2,2023-01-03,300003,2023-06-08,Q13,3,1,0,135.0,150.0
steel_272,Q245R(R-HIC),7UO865O,GB/T 3050-2020,25,4700,11500,F6,2023-01-01,500005,2023-09-18,Q5,4,1,1,135.0,160.0
steel_273,Q245A,MTTD9XI,GB/T 3050-2020,16,2700,5000,F7,2023-01-03,500005,2023-11-18,Q15,5,0,0,208.0,224.0
steel_274,Q235C,X2ATOY2,GB/T 1122-2021,8,2700,7500,F2,2023-01-01,200002,2023-01-21,Q2,5,0,1,154.0,162.0
steel_275,Q235C,D258TC6,GB/T 2025-2015,25,2700,11500,F8,2023-01-03,300003,2023-05-27,Q13,4,1,0,179.0,204.0
steel_276,Q235B,0ZUCSUW,GB/T 5050-2018,10,4700,11500,F2,2023-01-01,500005,2023-12-21,Q5,2,2,1,136.0,146.0
steel_277,Q235B,FFIN7H5,GB/T 4040-2019,8,2700,11500,F1,2023-01-03,200002,2023-09-22,Q12,0,1,1,114.0,122.0
steel_278,Q235D,99421IL,GB/T 4040-2019,21,2500,11500,F3,2023-01-02,100001,2023-07-31,Q6,3,0,1,219.0,240.0
steel_279,Q235D,Q4IJWB6,GB/T 3050-2020,8,3500,17000,F7,2023-01-02,500005,2023-10-07,Q10,1,2,0,49.0,57.0
steel_280,Q235D,J7251CH,GB/T 3050-2020,21,3500,11500,F6,2023-01-02,500005,2023-09-19,Q10,0,2,1,107.0,128.0
steel_281,Q235D,FJO3YY7,GB/T 3050-2020,8,2500,5000,F6,2023-01-03,200002,2023-03-02,Q12,5,0,0,224.0,232.0
steel_282,Q235C,LQN79VT,GB/T 1122-2021,20,2700,5000,F1,2023-01-01,500005,2023-03-19,Q5,3,0,1,240.0,260.0
steel_283,Q235B,SECBIFE,GB/T 6060-2017,25,2700,11500,F7,2023-01-02,400004,2023-02-09,Q9,0,0,2,53.0,78.0
steel_284,Q245R(R-HIC),0MVYTA0,GB/T 1122-2021,8,2500,7500,F5,2023-01-03,400004,2023-02-16,Q14,0,1,0,79.0,87.0
steel_285,Q345C,EGZ369S,GB/T 3050-2020,10,2500,7500,F6,2023-01-02,200002,2023-11-10,Q7,4,0,0,162.0,172.0
steel_286,Q345R(R-HIC),5FRBI23,GB/T 3050-2020,15,4700,11500,F7,2023-01-02,400004,2023-12-26,Q9,2,1,1,95.0,110.0
steel_287,Q345B,S85NKSK,GB/T 5050-2018,25,3500,7500,F7,2023-01-02,400004,2023-04-30,Q9,2,2,0,167.0,192.0
steel_288,Q235C,P39KVBM,GB/T 6060-2017,8,4700,7500,F7,2023-01-01,100001,2023-05-16,Q1,4,1,1,160.0,168.0
steel_289,Q245R(R-HIC),TXMSCFY,GB/T 5050-2018,18,4700,5000,F2,2023-01-02,100001,2023-10-27,Q6,4,0,0,172.0,190.0
steel_290,Q235C,QDJJL28,GB/T 2025-2015,8,3500,7500,F4,2023-01-01,200002,2023-05-05,Q2,2,0,1,165.0,173.0
steel_291,Q345B,KHPCRI2,GB/T 6060-2017,20,2500,11500,F5,2023-01-01,300003,2023-10-29,Q3,0,0,2,78.0,98.0
steel_292,Q235D,J0ZR697,GB/T 2025-2015,16,2700,7500,F8,2023-01-03,200002,2023-07-25,Q12,5,1,1,165.0,181.0
steel_293,Q235C,NWI1M3X,GB/T 1122-2021,15,2700,7500,F1,2023-01-03,500005,2023-07-08,Q15,5,0,0,232.0,247.0
steel_294,Q245A,QKZDI4E,GB/T 5050-2018,8,4700,7500,F3,2023-01-01,500005,2023-02-15,Q5,4,0,1,112.0,120.0
steel_295,Q345R(R-HIC),YKSG0LB,GB/T 4040-2019,20,2500,11500,F6,2023-01-03,200002,2023-11-05,Q12,1,2,0,57.0,77.0
steel_296,Q345C,3WKN3HU,GB/T 5050-2018,15,4700,7500,F1,2023-01-01,300003,2023-12-25,Q3,2,0,1,173.0,188.0
steel_297,Q345C,KRVFHUF,GB/T 4040-2019,21,4700,11500,F2,2023-01-03,300003,2023-06-24,Q13,0,0,0,98.0,119.0
steel_298,Q345R(R-HIC),SZIXP2J,GB/T 2025-2015,16,2700,7500,F3,2023-01-03,200002,2023-05-27,Q12,0,0,1,93.0,109.0
steel_299,Q245A,DF8AJZJ,GB/T 5050-2018,21,2700,7500,F6,2023-01-01,300003,2023-01-21,Q3,0,0,2,98.0,119.0
steel_300,Q245R(R-HIC),ZE9E4AH,GB/T 5050-2018,8,2700,7500,F6,2023-01-02,100001,2023-09-13,Q6,2,2,1,146.0,154.0
steel_301,Q235D,M1UPZ3Y,GB/T 6060-2017,15,2700,5000,F6,2023-01-02,300003,2023-01-31,Q8,1,1,1,116.0,131.0
steel_302,Q235B,YKSG0LB,GB/T 6060-2017,8,3500,11500,F3,2023-01-01,100001,2023-05-19,Q1,0,1,2,116.0,124.0
steel_303,Q245R(R-HIC),AD2TP1T,GB/T 2025-2015,15,2700,11500,F1,2023-01-01,400004,2023-11-22,Q4,5,1,0,197.0,212.0
steel_304,Q235C,7SM6KVU,GB/T 5050-2018,18,2700,7500,F7,2023-01-01,300003,2023-09-25,Q3,3,1,1,221.0,239.0
steel_305,Q345C,9WTGGC8,GB/T 4040-2019,18,2700,7500,F8,2023-01-03,300003,2023-06-11,Q13,3,0,0,196.0,214.0
steel_306,Q245A,B04H2H3,GB/T 2025-2015,8,3500,7500,F5,2023-01-02,400004,2023-12-25,Q9,4,0,1,120.0,128.0
steel_307,Q245A,CQU1C4C,GB/T 6060-2017,21,4700,11500,F7,2023-01-03,400004,2023-11-15,Q14,1,0,2,144.0,165.0
steel_308,Q245R(R-HIC),TC26OK3,GB/T 3050-2020,18,2500,7500,F7,2023-01-02,500005,2023-07-30,Q10,4,1,1,168.0,186.0
steel_309,Q235B,M1UPZ3Y,GB/T 1122-2021,21,4700,7500,F4,2023-01-03,400004,2023-03-13,Q14,2,1,0,106.0,127.0
steel_310,Q235C,JTJ5X69,GB/T 4040-2019,16,4700,7500,F1,2023-01-01,500005,2023-03-26,Q5,5,0,1,162.0,178.0
steel_311,Q245A,0ZUCSUW,GB/T 6060-2017,16,2700,11500,F7,2023-01-03,400004,2023-01-26,Q14,0,2,0,169.0,185.0
steel_312,Q245A,YKSG0LB,GB/T 6060-2017,16,4700,15000,F8,2023-01-01,100001,2023-09-11,Q1,3,1,1,239.0,255.0
steel_313,Q345B,H60UCIF,GB/T 3050-2020,8,2700,5000,F2,2023-01-01,400004,2023-12-04,Q4,2,0,0,127.0,135.0
steel_314,Q235C,OMYQBHG,GB/T 4040-2019,18,2700,7500,F3,2023-01-01,500005,2023-04-01,Q5,4,0,1,128.0,146.0
steel_315,Q235C,8MKPONK,GB/T 3050-2020,25,4700,11500,F8,2023-01-02,400004,2023-11-04,Q9,4,1,0,204.0,229.0
steel_316,Q345R(R-HIC),SLFOJTB,GB/T 6060-2017,18,2700,7500,F1,2023-01-01,300003,2023-02-27,Q3,5,1,1,181.0,199.0
steel_317,Q235D,KRVFHUF,GB/T 5050-2018,20,4700,7500,F4,2023-01-01,200002,2023-12-03,Q2,5,0,0,247.0,267.0
steel_318,Q235B,DCRV18V,GB/T 3050-2020,8,3500,5000,F6,2023-01-02,300003,2023-07-26,Q8,4,0,1,146.0,154.0
steel_319,Q345C,S85NKSK,GB/T 6060-2017,25,2700,7500,F5,2023-01-02,200002,2023-01-09,Q7,4,1,0,229.0,254.0
steel_320,Q245A,NPTQH1M,GB/T 5050-2018,16,2700,7500,F6,2023-01-03,200002,2024-01-01,Q12,0,2,1,128.0,144.0
steel_321,Q245R(R-HIC),91N3B13,GB/T 4040-2019,15,3500,13000,F3,2023-01-03,100001,2023-10-15,Q11,1,0,0,32.0,47.0
steel_322,Q345B,B34NCIH,GB/T 1122-2021,16,2700,11500,F6,2023-01-01,100001,2023-03-30,Q1,5,0,1,178.0,194.0
steel_323,Q345R(R-HIC),LQN79VT,GB/T 5050-2018,16,3500,7500,F2,2023-01-01,300003,2023-02-25,Q3,3,1,0,150.0,166.0
steel_324,Q245R(R-HIC),B94WQ6E,GB/T 5050-2018,20,4700,7500,F8,2023-01-03,500005,2023-08-21,Q15,5,1,1,199.0,219.0
steel_325,Q235C,979YRZV,GB/T 2025-2015,20,2700,11500,F2,2023-01-03,500005,2023-11-26,Q15,4,0,0,190.0,210.0
steel_326,Q345B,Z2JJXFC,GB/T 4040-2019,10,2700,7500,F6,2023-01-03,200002,2023-01-11,Q12,4,0,1,154.0,164.0
steel_327,Q345R(R-HIC),5FVUVZ2,GB/T 2025-2015,18,2500,11500,F5,2023-01-03,500005,2023-11-24,Q15,5,1,0,212.0,230.0
steel_328,Q345C,NM4OMFX,GB/T 2025-2015,18,2500,17000,F1,2023-01-01,200002,2023-01-30,Q2,2,1,1,110.0,128.0
steel_329,Q245A,X89IA6L,GB/T 5050-2018,21,2500,11500,F5,2023-01-03,100001,2023-12-25,Q11,2,2,0,192.0,213.0
steel_330,Q235B,GCRHTSK,GB/T 6060-2017,21,2700,7500,F7,2023-01-03,400004,2023-01-10,Q14,2,2,1,154.0,175.0
steel_331,Q245A,3WKN3HU,GB/T 6060-2017,10,2700,11500,F1,2023-01-02,500005,2023-01-12,Q10,0,0,2,119.0,129.0
steel_332,Q235D,7ZQ98XH,GB/T 3050-2020,10,3500,17000,F3,2023-01-03,200002,2023-06-14,Q12,2,0,1,188.0,198.0
steel_333,Q245A,UJVZH9X,GB/T 4040-2019,20,4700,7500,F4,2023-01-01,300003,2023-05-15,Q3,3,0,0,214.0,234.0
steel_334,Q235B,N9CF1ZI,GB/T 1122-2021,8,4700,5000,F4,2023-01-03,100001,2023-07-03,Q11,3,0,1,260.0,268.0
steel_335,Q345R(R-HIC),SGLV0IX,GB/T 2025-2015,16,3500,11500,F2,2023-01-02,500005,2023-06-17,Q10,5,1,0,230.0,246.0
steel_336,Q235C,0ZUCSUW,GB/T 1122-2021,10,4700,13000,F3,2023-01-03,400004,2023-09-10,Q14,3,1,1,255.0,265.0
steel_337,Q345B,4LDID7Q,GB/T 1122-2021,10,3500,11500,F8,2023-01-01,400004,2023-11-13,Q4,5,0,0,267.0,277.0
steel_338,Q235B,R60ELEK,GB/T 1122-2021,8,4700,11500,F4,2023-01-03,500005,2023-03-16,Q15,2,0,1,198.0,206.0
steel_339,Q235D,3XRVAD6,GB/T 4040-2019,25,4700,11500,F6,2023-01-03,500005,2023-03-01,Q15,5,1,0,246.0,271.0
steel_340,Q245A,FA1K4WR,GB/T 2025-2015,20,2500,11500,F5,2023-01-02,200002,2023-01-30,Q7,0,1,0,87.0,107.0
steel_341,Q245A,D4YLR31,GB/T 4040-2019,20,4700,7500,F4,2023-01-01,400004,2023-04-02,Q4,4,0,0,210.0,230.0
steel_342,Q245A,QK89HAW,GB/T 5050-2018,21,4700,7500,F4,2023-01-03,200002,2023-08-16,Q12,3,0,1,268.0,289.0
steel_343,Q345R(R-HIC),5P5OJE5,GB/T 2025-2015,20,2700,7500,F4,2023-01-02,100001,2023-11-27,Q6,2,0,0,135.0,155.0
steel_344,Q235C,WXJG952,GB/T 3050-2020,21,2500,7500,F2,2023-01-01,300003,2023-04-06,Q3,3,1,1,265.0,286.0
steel_345,Q235B,V9NRN6N,GB/T 4040-2019,25,2700,7500,F1,2023-01-01,500005,2023-01-26,Q5,0,0,0,119.0,144.0
steel_346,Q235C,E0QBYRP,GB/T 1122-2021,8,2500,7500,F5,2023-01-03,500005,2023-12-06,Q15,4,0,1,164.0,172.0
steel_347,Q245A,V9NRN6N,GB/T 3050-2020,10,2700,13000,F3,2023-01-01,200002,2023-11-24,Q2,3,1,0,166.0,176.0
steel_348,Q235C,RA3VNVC,GB/T 1122-2021,20,4700,7500,F4,2023-01-03,400004,2023-01-05,Q14,5,1,1,219.0,239.0
steel_349,Q245A,72KYO7Z,GB/T 6060-2017,15,4700,11500,F8,2023-01-02,500005,2023-07-24,Q10,4,0,0,230.0,245.0
steel_350,Q235C,161U7IT,GB/T 5050-2018,21,2500,11500,F1,2023-01-01,500005,2023-12-25,Q5,1,1,2,121.0,142.0
steel_351,Q245R(R-HIC),FFIN7H5,GB/T 1122-2021,18,4700,11500,F6,2023-01-03,200002,2023-11-19,Q12,1,2,0,77.0,95.0
steel_352,Q245R(R-HIC),EGZ369S,GB/T 3050-2020,18,4700,11500,F6,2023-01-01,100001,2023-07-19,Q1,1,2,1,72.0,90.0
steel_353,Q245R(R-HIC),NWI1M3X,GB/T 1122-2021,15,4700,15000,F1,2023-01-03,500005,2023-11-11,Q15,5,0,0,277.0,292.0
steel_354,Q345R(R-HIC),OM5MEKI,GB/T 1122-2021,10,2700,5000,F4,2023-01-03,300003,2023-09-10,Q13,0,0,1,109.0,119.0
steel_355,Q345C,2FOB0KK,GB/T 1122-2021,16,4700,7500,F6,2023-01-02,100001,2023-11-04,Q6,5,1,0,271.0,287.0
steel_356,Q245A,PVE4CU2,GB/T 1122-2021,10,4700,11500,F4,2023-01-02,300003,2023-03-18,Q8,1,1,0,71.0,81.0
steel_357,Q245R(R-HIC),0P48PTI,GB/T 4040-2019,21,2700,7500,F1,2023-01-02,300003,2023-12-29,Q8,5,0,0,292.0,313.0
steel_358,Q245R(R-HIC),7UO865O,GB/T 4040-2019,21,2500,15000,F7,2023-01-01,400004,2023-06-14,Q4,0,1,2,124.0,145.0
steel_359,Q235D,D4YLR31,GB/T 1122-2021,16,4700,7500,F2,2023-01-02,300003,2023-08-11,Q8,5,1,0,287.0,303.0
steel_360,Q345C,9E3B5FE,GB/T 3050-2020,10,4700,7500,F3,2023-01-01,300003,2023-06-22,Q3,2,2,1,175.0,185.0
steel_361,Q235C,OTELXP2,GB/T 4040-2019,16,4700,11500,F6,2023-01-02,200002,2023-01-05,Q7,2,0,0,155.0,171.0
steel_362,Q235D,PGMZI45,GB/T 4040-2019,20,3500,11500,F6,2023-01-01,300003,2023-10-14,Q3,3,0,1,289.0,309.0
steel_363,Q245A,LJ8ZEUF,GB/T 1122-2021,8,2700,11500,F4,2023-01-01,100001,2023-08-26,Q1,5,1,0,303.0,311.0
steel_364,Q235B,OLSFJE7,GB/T 5050-2018,20,4700,7500,F2,2023-01-03,500005,2023-05-23,Q15,3,1,1,286.0,306.0
